scenario,job1,job2,profile1,profile2,comm_vol_1,comm_vol_2,topology,placement_policy,network_congestion_ms,job_completion_time_s,sla_compliance
434,Operator,TabNet,D,C,10.705640431003914,4.333598427171748,Clos,Random,84.33956497240429,2244.6576813729384,1
435,ResNet50,DLRM,A,C,0.9059217954190784,17.705114495631047,Dragonfly,Random,42.68721883216287,1764.1943377608711,1
436,DeepCAM,ELECTRA,D,B,7.240569367595429,11.553242616281198,FatTree,FIFO,120.66052736303432,2733.7984017006706,0
437,ELECTRA,InceptionV3,B,A,9.545620519499577,0.2673691544013317,Ring,Random,95.54937629504494,2546.7149277371195,1
438,CineNet,Wide&Deep,D,C,5.342675510116225,4.963499177088096,Dragonfly,CommAware,42.621489035395676,1845.6213531865935,1
439,TinyBERT,T5base,C,B,2.897706321238472,8.922400908676742,Mesh4D,CommAware,43.80039478213431,1654.8689712399214,1
440,T5base,LightGBM,B,C,8.744174064178946,9.28881054900042,HyperX,TopoAware,47.555061452789104,1728.863182759083,1
441,VGG16,ViTbase,A,B,0.23447227242655969,8.547672986698085,Clos,TopoAware,47.45760995669753,1601.730909637544,1
442,BERTbase,ExaNN,B,D,12.905014567754922,6.601729944926504,Mesh4D,FIFO,145.58298445790632,3048.826303176366,0
443,MobileNetV2,DLRM,C,C,3.2812811086826064,24.66177779230008,Dragonfly,Random,101.39018753526551,2194.923401324746,0
444,ExaNN,EfficientNet,D,A,7.915033983756179,0.24571094726188214,HyperX,FIFO,66.09978687288191,2171.1805316858936,1
445,TinyBERT,DeepFM,C,C,1.9246778626045244,17.861343711121783,Ring,FIFO,77.574713038283,2398.2202997230406,1
446,ResNet101,CineNet,A,D,0.4759549828482928,7.32199983362786,Ring,CommAware,53.58689997795622,2061.3332470785713,1
447,ViTlarge,DeepCAM,B,D,6.5192881340429,5.592603043877338,Clos,FIFO,106.74033049802344,2664.9340285242606,0
448,ResNet152,CineNet,A,D,0.38792598859429606,7.614599631703511,HyperX,Random,63.17539807927579,1910.156169820955,1
449,HydroNet,TinyBERT,D,C,14.03237329699524,3.3725782263405364,Ring,FIFO,99.56314241923215,2546.335189313214,1
450,EfficientNet,TabNet,A,C,0.23226348640966174,4.199579118627803,Mesh4D,FIFO,31.299618729332508,1566.8787558740783,1
451,DeepFM,EfficientNet,C,A,28.65698170624259,0.26047355067283556,HyperX,Random,36.90046767535053,1691.5270343320822,1
452,EfficientNet,CosmoFlow,A,D,0.1906952340021013,14.574470842458416,Ring,TopoAware,79.68369090998287,2026.2722054518883,1
453,Wide&Deep,ResNet101,C,A,10.774407346978421,0.18026516128531553,Dragonfly,Random,49.80699393715703,1676.1519369178236,1
454,MobileNetV2,BERTlarge,C,B,4.75520679337181,5.8778125510737285,Dragonfly,Random,93.617684597336,2098.8632444186537,1
455,MobileNetEdge,ViTbase,C,B,6.567308031128847,11.727229939982903,Dragonfly,Random,104.40883363836416,2184.676808853181,0
456,MobileNetEdge,DeepFM,C,C,6.4568143026876355,22.621342334899406,Ring,TopoAware,68.23404260344601,2202.348558571614,1
457,MobileNetEdge,ResNet152,C,A,4.393309244852796,0.325767123411802,HyperX,Random,32.96784699626789,1515.4763243544335,1
458,XGBoost,ResNet101,C,A,4.318613688643194,0.2529939581175745,Clos,Random,37.51820807896588,1672.1057499093997,1
459,SqueezeNet,ExaNN,C,D,3.306324621848209,8.234053549670925,HyperX,TopoAware,55.12754008415518,1998.854263370993,1
460,CosmoFlow,GPT3small,D,B,12.519779700634425,6.17314096117712,Dragonfly,CommAware,67.305462064717,2255.5559249499897,1
461,DistBERT,ViTbase,C,B,4.952048843428695,12.43803866633969,HyperX,CommAware,33.857315177041784,1785.8541465521294,1
462,BERTlarge,DeepFM,B,C,6.062429931456125,22.06408824797918,Dragonfly,Random,101.81440430087179,2244.213641963088,0
463,DeepFM,DLRM,C,C,12.269808171553848,8.836502990327876,HyperX,FIFO,57.01539502001198,2093.1513762846644,1
464,T5base,ViTlarge,B,B,13.9772448374943,5.777414974728536,Ring,CommAware,66.5521996115285,1949.2257706090807,1
465,GPT2,ResNet101,B,A,10.07897138865808,0.5645883804958389,HyperX,Random,72.77737849157745,2345.110766337094,1
466,DeepFM,LightGBM,C,C,13.662118109524924,14.638663447782807,HyperX,CommAware,20.25907644912897,1519.6429416855117,1
467,InceptionV3,ELECTRA,A,B,0.27437102294547183,9.620925434231864,HyperX,TopoAware,37.122219532268325,1782.0415524359535,1
468,BERTbase,MobileNetEdge,B,C,9.732493952028344,6.03990731350328,Dragonfly,CommAware,47.72715929579391,1980.6557967553426,1
469,T5base,InceptionResNet,B,C,9.229240469717164,2.0403951849117656,HyperX,FIFO,47.52397005822293,1585.6740980438672,1
470,DLRM,CineNet,C,D,20.98279871040303,7.481344389984588,HyperX,TopoAware,46.03144506169586,1708.3712832276817,1
471,LightGBM,TabNet,C,C,6.109398415672827,2.9394707122469184,Clos,CommAware,28.59117900069936,1604.7460980809644,1
472,DistBERT,ViTbase,C,B,3.8064852301204852,9.825284155584638,Ring,CommAware,41.29237930404214,1613.5386747895434,1
473,TinyBERT,GPT2,C,B,1.5348289393314523,13.61995696453344,Mesh4D,Random,98.75534607010307,2683.3107345823005,1
474,MobileNet,BERTlarge,A,B,1.7231972739521682,5.029875190903199,Ring,CommAware,34.166768755668194,1606.6930373859725,1
475,InceptionResNet,InceptionResNet,C,C,3.0882813961236875,1.853469272278478,Clos,Random,66.52170714417322,1914.250869920933,1
476,CosmoFlow,Wide&Deep,D,C,14.872459785257819,14.02911389970335,Dragonfly,CommAware,45.96898649108127,1470.247425199248,1
477,GPT2,DLRM,B,C,10.617363396958947,12.849796592585228,FatTree,CommAware,40.91348244173968,1680.4293282746253,1
478,ViTlarge,XGBoost,B,C,4.583483415845147,6.658392107626701,Mesh4D,TopoAware,63.292405938660806,1843.7696502170456,1
479,CosmoFlow,MobileNetV2,D,C,10.633860275865727,7.523235506279623,Ring,CommAware,49.30975174670657,1604.317194503603,1
480,DeepCAM,GPT3small,D,B,8.1413590071143,6.9071198609523,Ring,CommAware,74.80864963163317,2265.8621332482844,1
481,ExaNN,CineNet,D,D,6.391292274500115,6.08393226089958,Dragonfly,CommAware,82.46726509639907,2340.819525360949,1
482,Xception,Xception,A,A,0.2517696982940536,0.13187964990354892,Ring,Random,84.19118970323215,2048.7599670949626,1
483,Operator,MobileNet,D,A,14.111181685211006,0.9969076741841647,Ring,CommAware,45.24303653850884,1698.2094014416189,1
484,DeepFM,VGG16,C,A,28.2512539780618,0.2533338329720553,HyperX,Random,38.770095711857614,1760.8386091791856,1
485,TinyBERT,EfficientNetLite,C,C,1.618590147549384,1.887754937898158,FatTree,TopoAware,50.43546122810173,1891.6809841042193,1
486,DeepCAM,GPT2,D,B,7.419684444189825,12.504183547054271,HyperX,Random,138.86058423286187,3011.37401463391,0
487,DLRM,CineNet,C,D,16.968354361290768,7.184644697387283,HyperX,CommAware,42.118002837712375,1665.3245426043711,1
488,CineNet,CatBoost,D,C,5.427605323085348,5.91918546550313,FatTree,CommAware,43.671817667205104,1698.540423659331,1
489,DistBERT,CineNet,C,D,4.597618095515563,7.66300844167809,FatTree,Random,82.23433973315585,2131.8689038253565,1
490,T5base,ViTlarge,B,B,9.13608009975631,5.983710575022149,FatTree,Random,144.42702603414781,2799.6038402763515,0
491,ResNet50,ViTbase,A,B,0.9954942776985711,9.850519951967897,Dragonfly,TopoAware,60.627538693951024,2224.4679512277116,1
492,DistBERT,EfficientNet,C,A,3.9128825635402364,0.24362085134568193,Ring,FIFO,34.23007822900267,1592.0637611105801,1
493,MobileNetEdge,ViTbase,C,B,7.580506250072439,12.306847068194635,FatTree,Random,80.4188547843902,2203.76456402742,1
494,DLRM,EfficientNet,C,A,15.640133165873015,0.26582457787851677,Dragonfly,CommAware,13.153795858858379,1465.9414346569888,1
495,TinyBERT,GPT2,C,B,3.0907424237401115,12.525603126564993,Mesh4D,FIFO,70.15840256485474,1824.2051909153306,1
496,ExaNN,ResNet50,D,A,8.219690667809449,0.7869026090348962,Clos,FIFO,54.25804929614153,1817.5788323203699,1
497,HydroNet,BERTbase,D,B,10.298447578343781,14.01803537426918,Mesh4D,TopoAware,113.03854724816951,1919.235305115601,0
498,TabNet,BERTbase,C,B,6.397048071446504,11.793979342356304,Clos,CommAware,25.855417395875815,1730.1801333663648,1
499,SqueezeNet,DistBERT,C,C,6.41754733906909,3.7819123908065633,Clos,CommAware,25.758079545024312,1468.6452943849224,1
500,CosmoFlow,ResNet101,D,A,11.697385632304236,0.34348092890091975,Ring,TopoAware,71.34657064217323,2349.618586950542,1
501,T5base,T5base,B,B,9.437111515749608,9.164523524967471,Ring,Random,202.5568136108736,3662.678293444852,0
502,DistBERT,VGG16,C,A,2.7033634445040806,0.2714293636566861,Dragonfly,FIFO,44.68206202886391,1767.9835934610367,1
503,BERTlarge,CosmoFlow,B,D,4.485792012927462,11.053745735042982,Mesh4D,Random,172.04328112796748,3310.331994448707,0
504,Operator,MobileNet,D,A,13.54238587036394,1.9299600188394586,FatTree,TopoAware,53.01018430641872,1803.6520780809738,1
505,ExaNN,ViTlarge,D,B,6.673106185203694,5.094619198512872,Clos,Random,139.92012689554596,2987.1628607686243,0
506,SqueezeNet,InceptionResNet,C,C,6.044464158895932,2.3550976341369796,Mesh4D,Random,92.03276562266879,2047.9369683196724,1
507,ResNet50,CatBoost,A,C,0.7296153583101611,4.099668923209589,FatTree,FIFO,34.5678171432993,1545.025862028387,1
508,DLRM,DeepCAM,C,D,27.4286737191722,5.907921496851609,HyperX,Random,80.66459320875137,2318.9166322500137,1
509,GPT3small,Xception,B,A,6.597327290634574,0.16153749209522283,HyperX,TopoAware,32.2512915015229,1535.6331237251488,1
510,MobileNetEdge,EfficientNet,C,A,2.5364390730711723,0.1696712703973333,HyperX,FIFO,28.80198592455839,1564.811714015098,1
511,DeepCAM,LightGBM,D,C,6.987684563144259,11.25932496541083,Ring,FIFO,98.69364488026254,2342.3446880443266,1
512,GPT3small,GPT2,B,B,5.71005598862818,12.909360979865106,Mesh4D,TopoAware,112.99369113840787,2517.628146173432,0
513,MobileNetEdge,XGBoost,C,C,5.983712175475688,7.45904419013687,Mesh4D,CommAware,35.11838480361871,1581.9228587784748,1
514,DLRM,InceptionV3,C,A,10.813934455259348,0.15485197878447465,Dragonfly,FIFO,43.87468287918404,1603.228381251144,1
515,GPT3small,T5base,B,B,5.835534820682676,8.666184560325908,Ring,CommAware,79.69534537961705,1883.6912800824182,1
516,ResNet101,InceptionResNet,A,C,0.29296261389622297,3.8107226258869176,Dragonfly,FIFO,30.81534774608173,1423.953328795755,1
517,ResNet101,Xception,A,A,0.3208275440032516,0.1462320209794465,Mesh4D,TopoAware,41.85264146317654,1664.8883045072823,1
518,Wide&Deep,MobileNet,C,A,8.739796851121332,1.3990268981758407,HyperX,Random,33.511556525738214,1702.6498114193623,1
519,CineNet,EfficientNet,D,A,6.174251228144703,0.16028410921118286,Clos,Random,75.57077123903626,2161.2760154261287,1
